id_paper,year,month_sin,month_cos,week_sin,week_cos
1001,2000,0.0,1.0,0.0,1.0
1002,2000,0.0,1.0,0.0,1.0
1003,2000,0.0,1.0,0.0,1.0
1004,2000,0.0,1.0,0.0,1.0
1005,2000,0.0,1.0,0.0,1.0
1006,2000,0.0,1.0,0.0,1.0
1008,2000,0.0,1.0,0.0,1.0
1009,2000,0.0,1.0,0.0,1.0
1010,2000,0.0,1.0,0.0,1.0
1011,2000,0.0,1.0,0.0,1.0
1012,2000,0.0,1.0,0.0,1.0
1013,2000,0.0,1.0,0.0,1.0
1014,1999,-0.5000000000000004,0.8660254037844384,-0.5586467658036526,0.8294056854502017
1016,2000,0.0,1.0,0.0,1.0
1017,2000,0.0,1.0,0.0,1.0
1018,2000,0.0,1.0,0.0,1.0
1019,2000,0.0,1.0,0.0,1.0
1021,2000,0.0,1.0,0.0,1.0
1022,2000,0.0,1.0,0.0,1.0
1023,2000,0.0,1.0,0.0,1.0
1024,2000,0.0,1.0,0.0,1.0
1025,2000,0.0,1.0,0.0,1.0
1027,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1028,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1029,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1031,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1032,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1033,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1035,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1036,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1037,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1038,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1039,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1040,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1041,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1042,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1044,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1046,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1047,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1048,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1049,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1050,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1051,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1053,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1054,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1055,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1056,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1057,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1060,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1061,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1062,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1063,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1064,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1065,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1066,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1067,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1068,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1070,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1071,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1072,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1073,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1074,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1076,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1077,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1081,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1082,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1083,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1084,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1085,2000,0.0,1.0,0.1182731709213658,0.9929810960135169
1086,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1088,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1089,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1090,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1091,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1092,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1093,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1095,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1096,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1097,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1098,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1100,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1101,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1102,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1103,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
1105,2000,0.0,1.0,0.23488604578098368,0.9720229140804107
